0	e68a95ba9296445a93367d6954e75620	15150	70837	277253	0	488126	0	130000	131000	101.30.120.55	2	1	a	0D1BA5F2-9128-4562-82E7-E04361938B36	1	31.0	1	0	7	75	FOCUS2	25	0	5	2018	01	12	23	20180112	hzayq-pgad-yxengine34.server.163.org	2018-01-12 23:21:30	1	1136000	1136000	750000	751	6612	0	9244FCDC-2D2A-4E4D-9F0D-DA2AB4274AC5	1	1	1	0	rank_base,exp_hourly_2,newad_boost_default,exp_rank_ecpm_default,ecpm_truncate_test1,diversity_default,winprice_default	0	2	0D1BA5F2-9128-4562-82E7-E04361938B36	iPhone10,2	0	116.6722271601704	39.54594459878023	FOCUS2	114	T1499853820829,T1456112189138,T1441074311424,iPadT1348654060988	1	31	female	YX0104,YX0106	0	23	6.0E-4	0.0	0.0
0	e5829200e30b47f89141de55ea41abf2	15150	70837	277253	0	488126	0	510000	510400	125.66.215.109	2	1	a	E1459231-0252-4114-B15A-2BC9672A63E3	1	31.0	1	0	7	75	FOCUS2	4	0	5	2018	01	12	21	20180112	hzadg-pgad-yxengine18.server.163.org	2018-01-12 21:58:48	1	1136000	1136000	273960	480	3677	0	28746DB4-6F36-4681-9EDA-F4DAE02897A5	1	1	0	0	rank_base,exp_hourly_2_dz,ctr_default,newad_boost_default,exp_rank_ecpm_default,ecpm_truncate_test1,diversity_default,winprice_default	0	1	E1459231-0252-4114-B15A-2BC9672A63E3	iPhone 6	C1374475306828	101.7851926873558	26.30135460427661	0	0	T1499853820829,T1456112189138,T1441074311424,iPadT1348654060988	1	29	female	YX1801,YX0106	0	21	6.0E-4	0.0	0.0
0	e2e86928b7c34c06aae6474c77c70e6c	15150	70837	277253	0	488126	0	500000	500000	106.85.217.206	1	1	w	bbf0c7adc08f32070a89a4da23492496	1	1.0	1	0	7	75	news	50	0	5	2018	01	12	22	20180112	hzadg-pgad-yxengine21.server.163.org	2018-01-12 22:24:31	1	1136000	1136000	803640	804	9697	0	14413c2d946d4163b0209112ce083171	1	2	0	0	rank_base,exp_hourly_2_dz,ctr_default,newad_boost_default,exp_rank_ecpm_default,ecpm_truncate_test1,diversity_default,winprice_default	0	4	bbf0c7adc08f32070a89a4da23492496	HUAWEINXT-AL10	0	0	0	0	0	T1499853820829,T1456112189138,T1441074311424,iPadT1348654060988	1	0	0	0	0	22	6.0E-4	0.0	0.0
0	e091d237d620457da2abf387fa606c56	15150	70837	277253	0	488126	0	220000	220700	36.104.53.150	1	1	a	CQk2YjIxN2NlZDY3NDU0Y2VkCTNIWDAyMTc3MTMwMDM1MjQ%3D	2	31.0	1	0	7	75	FOCUS2	4	0	5	2018	01	12	21	20180112	hzadg-pgad-yxengine12.server.163.org	2018-01-12 21:36:13	1	1136000	1136000	468480	480	5813	0	865970038178909	1	1	0	0	rank_base,exp_new_field_3_dz,ftrl_hourly_update_dz,ctr_default,newad_boost_default,exp_rank_ecpm_default,ecpm_truncate_default,diversity_default,winprice_default	0	4	CQk2YjIxN2NlZDY3NDU0Y2VkCTNIWDAyMTc3MTMwMDM1MjQ%3D	MHA-AL00	C1374477598901	124.816331	45.11602	0	0	T1499853820829,T1456112189138,T1441074311424,iPadT1348654060988	1	0	0	0	31-35	21	6.0E-4	0.0	0.0
0	db0fe5a3a73f437eb21ddf4936adb813	15150	70837	277253	0	488126	0	500000	500000	223.104.25.74	1	1	a	CQk4Y2IyYTMxYjZjNDAxZTAxCVZMR0RVMTcxMjQwMDQxNDY%3D	2	23.2	1	0	7	75	T1348647909107	4	0	5	2018	01	12	7	20180112	hzadg-pgad-yxengine14.server.163.org	2018-01-12 07:05:10	1	1136000	1136000	176540	480	1514	0	862479037590133	1	1	0	0	rank_base,exp_hourly_2,newad_boost_aa_test,newad_boost_test_base,exp_rank_ecpm_default,ecpm_truncate_default,diversity_default,winprice_default	0	1	CQk4Y2IyYTMxYjZjNDAxZTAxCVZMR0RVMTcxMjQwMDQxNDY%3D	BLN-TL10	0	0	0	0	0	T1499853820829,T1456112189138,T1441074311424,iPadT1348654060988	1	0	0	0	0	7	6.0E-4	0.0	0.0
0	d8d91b66561c4667a33f7ff3480fc65c	15150	70837	277253	0	488126	0	520000	520600	1.49.8.244	1	1	a	CQkzNThlMGExYTFlYWFiMjhhCVkySjdOMTc1MjAwMDE3NTk%3D	1	31.0	1	0	7	75	FOCUS2	4	0	5	2018	01	12	20	20180112	hzayq-pgad-yxengine30.server.163.org	2018-01-12 20:37:04	1	1136000	1136000	479280	480	7600	0	865582034174319	1	1	0	0	rank_base,exp_pasv_flush_dz,ctr_default,newad_boost_aa_base,exp_rank_ecpm_default,ecpm_truncate_default,diversity_default,winprice_default	0	4	CQkzNThlMGExYTFlYWFiMjhhCVkySjdOMTc1MjAwMDE3NTk%3D	VKY-AL00	C1374477741540	0	0	FOCUS2	81	T1499853820829,T1456112189138,T1441074311424,iPadT1348654060988	1	0	0	0	21-25	20	6.0E-4	0.0	0.0
0	d84de0e1308840cb84277caffa1e761b	15150	70837	277253	0	488126	0	510000	510100	171.221.136.115	2	1	a	93BD4E17-AB5D-4951-B9EB-36A1E096D676	1	31.0	1	0	7	75	FOCUS2	25	0	5	2018	01	12	22	20180112	hzadg-pgad-yxengine3.server.163.org	2018-01-12 22:15:22	1	1136000	1136000	1038400	1039	10967	0	852C482A-1AD2-4095-BFE0-5C8BA2BFD684	1	1	0	0	rank_base,exp_new_field_3,newad_boost_default,exp_rank_ecpm_default,ecpm_truncate_default,diversity_default,winprice_default	0	1	93BD4E17-AB5D-4951-B9EB-36A1E096D676	iPhone9,2	0	104.1029316079575	30.47985172816342	FOCUS2	92	T1499853820829,T1456112189138,T1441074311424,iPadT1348654060988	1	40	female	YX1801,YX0106,YX1502,YX1201	0	21	6.0E-4	0.0	0.0
0	d2ade3534bff4bd5a6910ffd7204db7c	15150	70837	277253	0	488126	0	210000	210400	60.18.54.123	1	1	w	d1260f29c8b1927b5a4e264f8f6a8e13	1	1.0	1	0	7	75	homepage	4	0	5	2018	01	12	7	20180112	hzadg-pgad-yxengine4.server.163.org	2018-01-12 07:28:11	1	1136000	1136000	888048	889	13038	0	0ae2874079a642bd82143c1b001ea225	1	2	0	0	rank_base,exp_pasv_flush_dz,ctr_default,newad_boost_default,exp_rank_ecpm_default,ecpm_truncate_default,diversity_default,winprice_default	0	4	d1260f29c8b1927b5a4e264f8f6a8e13	SM-A9000	0	0	0	0	0	T1499853820829,T1456112189138,T1441074311424,iPadT1348654060988	1	0	0	0	0	7	6.0E-4	0.0	0.0
0	d292b791f9e049709c35b0c49ebcf505	15150	70837	277253	0	488126	0	450000	450800	222.217.154.150	1	1	a	CQlkYmYzMmZmZmIxODExYTc5CTkwM2U5MDMy	1	29.1	1	0	7	75	FOCUS2	25	0	5	2018	01	12	22	20180112	hzayq-pgad-yxengine24.server.163.org	2018-01-12 22:22:12	1	1136000	1136000	1052160	1053	10302	0	865809033463975	1	1	0	0	rank_base,ftrl_hourly_update,newad_boost_default,exp_rank_ecpm_1.0_1.1,ecpm_truncate_base,exp_ctr_truncate_bottom_base,exp_ctr_truncate_site_news_base,diversity_default,winprice_default	0	1	CQlkYmYzMmZmZmIxODExYTc5CTkwM2U5MDMy	vivo X9	0	109.795154	23.120458	0	0	T1499853820829,T1456112189138,T1441074311424,iPadT1348654060988	1	0	0	0	0	21	6.0E-4	0.0	0.0
0	d262ef4109344554b9c85f7db0b3e41c	15150	70837	277253	0	488126	0	510000	511300	182.129.38.147	1	1	w	CQlkYTczNWMyM2ZiYjdjZTA5CWUzN2NhZGI4	1	24.2.1124	1	0	7	75	FOCUS2	23	0	5	2018	01	12	21	20180112	hzadg-pgad-yxengine11.server.163.org	2018-01-12 21:52:29	1	1136000	1136000	1070485	1071	14364	0	861124031856467	1	5	0	0	rank_base,exp_new_field_3_dz,ftrl_hourly_update_dz,ctr_default,newad_boost_default,exp_rank_ecpm_default,ecpm_truncate_default,diversity_default,winprice_adjust	0	1	CQlkYTczNWMyM2ZiYjdjZTA5CWUzN2NhZGI4	Le X528	0	0	0	0	0	T1499853820829,T1456112189138,T1441074311424,iPadT1348654060988	1	0	0	0	0	21	6.0E-4	0.0	0.0
0	f85967ea02db4ac9bd1d1708efd33064	15150	70837	277253	0	488126	0	440000	440300	117.136.40.182	1	1	a	868349027203787#68:3e:34:3d:4c:67	2	31.0	1	0	7	75	FOCUS2	25	0	5	2018	01	12	7	20180112	hzadg-pgad-yxengine6.server.163.org	2018-01-12 07:25:45	1	1136000	1136000	866320	867	8541	0	868349027203787	1	1	1	0	rank_base,exp_new_field_3,newad_boost_default,exp_rank_ecpm_default,ecpm_truncate_default,diversity_default,winprice_default	0	1	868349027203787	m2 note	0	113.827814	22.726044	0	0	T1499853820829,T1456112189138,T1441074311424,iPadT1348654060988	1	31	female	YX0106,YX1004	0	7	6.0E-4	0.0	0.0
0	f36fbd7ef0c64c2bb831ba5b6748697b	15150	70837	277253	0	488126	0	440000	440300	121.35.182.56	1	1	a	CQljYzMyYzE4NDlhMzYxYmIwCUVKTDRDMTc1MDMwMDQxNjc%3D	1	31.0	1	0	7	75	FOCUS2	4	0	5	2018	01	12	23	20180112	hzadg-pgad-yxengine8.server.163.org	2018-01-12 23:09:38	1	1136000	1136000	1114603	1115	9204	0	865578031888463	1	1	0	0	rank_base,ftrl_hourly_update,newad_boost_default,exp_rank_ecpm_default,ecpm_truncate_default,diversity_default,winprice_adjust_base	0	3	CQljYzMyYzE4NDlhMzYxYmIwCUVKTDRDMTc1MDMwMDQxNjc%3D	HUAWEI MLA-AL10	C1440560843436	113.95614	22.570915	FOCUS2	131,63,75	T1499853820829,T1456112189138,T1441074311424,iPadT1348654060988	1	0	0	0	0	23	6.0E-4	0.0	0.0
0	f0d15b171e9445628007cfd070ac7b68	15150	70837	277253	0	488126	0	340000	341200	36.34.136.97	1	1	w	b3ceb8bb574cd62eda2d327b6d3fd033	1	1.0	1	0	7	75	tech	53	0	5	2018	01	12	22	20180112	hzadg-pgad-yxengine18.server.163.org	2018-01-12 22:02:31	1	1136000	1136000	630984	631	7815	0	e90e59cdccdc460cb67533aa1006d306	1	2	0	0	rank_base,ftrl_hourly_update,newad_boost_default,exp_rank_ecpm_default,ecpm_truncate_default,diversity_default,winprice_default	0	4	b3ceb8bb574cd62eda2d327b6d3fd033	OPPOA57	0	0	0	0	0	T1499853820829,T1456112189138,T1441074311424,iPadT1348654060988	1	0	0	0	0	22	6.0E-4	0.0	0.0
